Review,Brand,Variety,Style,Country,Stars,TopTen
865,Little Cook,Stewed Duck,Cup,Thailand,3,NA
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5,NA
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,USA,4.25,NA
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75,NA
859,Tradition,Imitation Chicken Vegetarian,Cup,USA,3.75,NA
857,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25,NA
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75,NA
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5,NA
853,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5,NA
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,NA
850,Nissin,Top Ramen Short Cuts Chicken,Pack,USA,4,NA
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,USA,3.5,NA
848,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5,NA
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25,NA
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25,NA
843,Nissin,Top Ramen Short Cuts Beef,Pack,USA,3.5,NA
842,JML,Artificial Stew Beef,Bowl,China,3.75,NA
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4,NA
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,NA
839,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2,NA
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,USA,4.5,NA
833,Wai Wai,Vegetarian,Pack,Thailand,3.5,NA
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,NA
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5,NA
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,NA
828,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5,NA
827,Paldo,Rabokki,Pack,South Korea,4.75,NA
826,Paldo,Namja,Pack,South Korea,5,NA
825,Paldo,Shoyu,Cup,Japan,3.25,NA
824,Paldo,Bibim Men Cucumber,Pack,South Korea,5,NA
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5,2013 #9
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,NA
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5,NA
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,NA
819,Maruchan,Tempura Soba,Pack,Japan,4,NA
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,NA
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,NA
812,Master Kong,Spicy Beef,Pack,China,3.75,NA
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,NA
808,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5,NA
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5,NA
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,NA
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75,NA
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,NA
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,USA,4.25,NA
798,Golden Wheat,South Korean Style Pork,Cup,China,3,NA
795,Master Kong,Red Oil Dan Dan,Tray,China,2.75,NA
792,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,USA,4.5,NA
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,NA
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,NA
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,NA
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5,NA
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,NA
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,USA,3,NA
782,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,USA,3.25,NA
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5,NA
775,JML,Seafood,Bowl,China,3,NA
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,NA
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,USA,3.5,NA
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,USA,3.25,NA
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,NA
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,NA
766,Fashion Foods,Beef Pho,Bowl,Thailand,3.75,NA
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,NA
762,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5,NA
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,USA,3.5,NA
760,Nissin,Big Cup Noodles Roast Chicken,Cup,USA,3.25,NA
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,USA,3.75,NA
758,JML,Artificial Stew Pork,Bowl,China,3.25,NA
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,NA
755,Nongshim,Udon,Bowl,South Korea,4.25,NA
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,NA
753,Nongshim,Soba,Pack,South Korea,4.25,NA
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,USA,3.5,NA
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,NA
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,USA,3.75,NA
749,Sapporo Ichiban,Chow Mein (New),Pack,USA,5,NA
748,Hosoonyi,Naengmyeon Combo,Bowl,USA,3.75,NA
747,Nissin,Spoon-it Chicken,Pack,USA,3.5,NA
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25,NA
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,NA
741,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75,NA
739,JML,Artificial Spicy Beef,Bowl,China,3.5,NA
738,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75,NA
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,NA
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,NA
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,NA
721,Nongshim,Bowl Noodle Savory Beef,Bowl,USA,4,NA
719,Nissin,Spoon-it Beef,Pack,USA,3.25,NA
718,Ottogi,Kiss Myon,Pack,South Korea,3.75,NA
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,USA,3.25,NA
714,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75,NA
713,Nissin,Spoon-it Creamy Chicken,Pack,USA,4,NA
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,NA
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,NA
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,NA
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,NA
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,NA
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5,NA
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,NA
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,USA,3.5,NA
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,NA
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,USA,4,NA
700,Nissin,Chikin Ramen (Local),Pack,Japan,5,NA
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,USA,3.5,NA
698,Nissin,Chow Mein Orange Chicken,Tray,USA,4,NA
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,USA,3.25,NA
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,NA
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,NA
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,NA
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,NA
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,USA,3.75,NA
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,NA
688,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75,NA
684,Dragonfly,Artificial Seafood,Pack,China,3.75,NA
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,NA
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,NA
678,Wang,Kitsune Udon,Bowl,South Korea,4,NA
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,NA
675,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75,NA
674,Paldo,Kko Kko Myun,Pack,South Korea,5,NA
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,NA
669,Nissin,Gozen Tempura,Bowl,Japan,4,NA
667,Nissin,Ramen Bowl Kimchi,Bowl,USA,3,NA
666,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5,NA
665,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25,NA
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,USA,2.75,NA
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4,NA
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,NA
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,NA
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,USA,3,NA
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,NA
657,Dragonfly,Onion,Pack,China,3.75,NA
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,USA,3.75,NA
654,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25,NA
653,Dragonfly,Artificial Pork Ribs,Pack,China,4,NA
652,Sapporo Ichiban,Shio,Pack,Japan,5,NA
650,Dragonfly,Artificial Chicken,Pack,China,4,NA
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75,NA
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,NA
646,Yamamoto,Shoyu,Bowl,Japan,4.25,NA
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,NA
644,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75,NA
643,Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25,NA
642,Little Cook,Spicy Beef,Cup,Thailand,2.75,NA
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,NA
639,Nissin,Gozen Kitsune Udon,Bowl,Japan,5,NA
638,GreeNoodle,Yakisoba,Pack,Thailand,3,NA
636,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75,NA
635,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1,NA
634,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5,NA
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5,NA
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,NA
631,Fashion Foods,XO Sauce,Bowl,Thailand,1.25,NA
630,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25,NA
629,Master Kong,Artificial Braised Beef,Pack,China,4.25,NA
626,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5,NA
624,Master Kong,Artificial Pork,Pack,China,3.75,NA
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,NA
622,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75,NA
621,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5,NA
619,Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75,NA
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75,NA
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,NA
615,Yamamori,Tom Yam Prawn,Pack,Japan,4.5,NA
612,Maruchan,Yakisoba Spicy Chicken,Tray,USA,1.75,NA
610,Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25,NA
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,NA
606,Six Fortune,U-Dong,Pack,South Korea,4,NA
605,Little Cook,Artificial Onion,Cup,Thailand,3.5,NA
603,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75,NA
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,NA
601,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4,NA
600,Maruchan,Ramen Noodle Soup Beef,Pack,USA,3.25,NA
598,Little Cook,Vegetarian,Cup,Thailand,3.25,NA
596,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,USA,1.5,NA
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,USA,3.75,NA
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5,NA
593,Nongshim,Chapagetti Chajang,Pack,South Korea,4,NA
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5,NA
587,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1,NA
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,NA
585,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5,NA
584,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0,NA
582,Koyo,Tofu & Miso,Pack,USA,2.5,NA
581,Koyo,Mushroom,Pack,USA,2.75,NA
580,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0,NA
579,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,NA
578,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,2012 #7
576,Menraku,Tempura Soba,Bowl,Japan,3.75,NA
572,Maruchan,Yakisoba Tomato Basil,Tray,USA,3,NA
571,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25,NA
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,NA
568,Paldo,Gomtang,Cup,South Korea,4,NA
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,NA
566,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5,NA
564,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,NA
563,Yum Yum,Duck,Pack,Thailand,3.25,NA
561,Sahmyook,Vegetable,Pack,South Korea,3.25,NA
560,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4,NA
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,NA
558,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,NA
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,NA
553,Samyang,60 Ingredients,Cup,South Korea,2.75,NA
550,Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25,NA
546,Yum Yum,Vegetable,Pack,Thailand,3.5,NA
545,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,NA
543,Menraku,Curry Udon,Bowl,Japan,4.75,NA
541,Yum Yum,Chicken,Pack,Thailand,3.5,NA
540,Nissin,Top Ramen Chicken,Pack,USA,3.25,NA
539,Nissin,Demae Ramen Chicken,Pack,Japan,3,NA
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2,NA
536,Ottogi,Yeul Ramyun,Pack,South Korea,4.25,NA
535,Wai Wai,Chicken Flavor,Pack,Thailand,0.9,NA
534,Mama,Pho Ga,Pack,Thailand,3.1,NA
533,Paldo,Gomtang,Pack,South Korea,4.75,NA
531,Yum Yum,Beef,Pack,Thailand,3.25,NA
530,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,NA
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,USA,2,NA
527,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,NA
526,Annie Chun's,Soy Ginger Ramen,Pack,USA,1.5,NA
525,JML,Artificial Spicy Hot Beef,Pack,China,3.75,NA
523,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,NA
522,Samyang,Hot Beef,Pack,South Korea,4.25,NA
521,Menraku,Soy Sauce,Bowl,Japan,4.25,NA
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,NA
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,NA
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,USA,4.25,NA
516,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,NA
515,Tradition,Imitation Beef,Cup,USA,2.5,NA
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,NA
513,Dragonfly,Artificial Onion,Bowl,China,4,NA
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,NA
511,Menraku,Miso,Bowl,Japan,2.75,NA
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,NA
508,Samyang,Beef,Cup,South Korea,3.75,NA
507,Dragonfly,Artificial Seafood,Bowl,China,3.75,NA
506,Nongshim,Oolongmen Beef,Cup,South Korea,2.5,NA
505,JML,Artificial Spicy Beef,Pack,China,3.5,NA
503,GreeNoodle,Miso,Pack,Thailand,1,NA
502,Sunlee,Beef Rice Stick,Bowl,Thailand,2,NA
501,Nongshim,Neoguri Mild,Pack,South Korea,3.25,NA
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,NA
499,Dragonfly,Artificial Beef,Bowl,China,4.75,NA
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,NA
497,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4,NA
496,Maruchan,Yakisoba Shrimp,Tray,USA,2.75,NA
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,NA
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,NA
491,JML,Artificial Stew Beef,Pack,China,3.75,NA
490,Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5,NA
489,JML,Stew Pork,Pack,China,3.25,NA
486,Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3,NA
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,NA
484,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,NA
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,NA
482,Menraku,Shio,Bowl,Japan,4.5,NA
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,NA
480,Thai Kitchen,Mushroom Rice Noodle,Bowl,USA,3.25,NA
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,NA
478,Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,NA
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,NA
476,Annie Chun's,Teriyaki Noodle,Bowl,USA,1.75,NA
475,Gefen,Vegetable,Pack,USA,3.25,NA
473,Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,NA
472,Thai Kitchen,Spring Onion Rice Noodle,Bowl,USA,3.75,NA
471,Koyo,Lemongrass ginger,Pack,USA,1.5,NA
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,USA,3.25,NA
469,Gefen,Chicken,Pack,USA,3.5,NA
468,Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,NA
465,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,USA,2.75,NA
464,Mama,Vegetable,Pack,Thailand,3.25,NA
463,Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3,NA
462,Nissin,Top Ramen Shrimp,Pack,USA,3.5,NA
461,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,NA
460,Menraku,Tempura Udon,Bowl,Japan,5,NA
459,Gefen,Imitation Chicken Vegetarian,Pack,USA,3,NA
458,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,NA
456,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,NA
455,Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,NA
454,Koyo,Asian Vegetable,Pack,USA,1.5,NA
453,Nongshim,Bowl Noodle Savory Chicken,Bowl,USA,3.25,NA
452,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,NA
451,Myojo,Ippeichan Soybean Paste,Bowl,Japan,4,NA
450,Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,NA
449,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,NA
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,NA
445,iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,NA
444,Mr. Udon,Chicken,Pack,South Korea,3.25,NA
442,Nongshim,Kalguksoo,Pack,South Korea,4.5,NA
441,Ottogi,Spice Seafood,Pack,South Korea,3.75,NA
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,USA,2.75,NA
439,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,NA
438,Samyang,Beef,Bowl,South Korea,3.75,NA
437,Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,NA
436,Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,NA
432,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,NA
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,NA
428,Kamfen,E Menm Chicken,NA,China,3.75,NA
425,Chikara,Shrimp Udon,Pack,USA,4.5,NA
424,Q,Noodle With Sesame Sauce,Pack,Taiwan,3.25,NA
423,Noodle Time,Shin Cup,Cup,South Korea,3,NA
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,NA
420,Sapporo Ichiban,Beef Flavorc,Cup,USA,3.5,NA
419,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,NA
418,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,NA
416,Sapporo Ichiban,Chicken Flavor,Cup,USA,3.75,NA
415,Ve Wong,Artificial Classic Beef,Bowl,Taiwan,3.75,NA
413,Souper,Alimentary Paste Chow Mein,Pack,Taiwan,4.25,NA
412,Maruchan,Midori No Tanuki,Bowl,Japan,4.125,NA
411,Sunlee,Crab Vermicelli,Bowl,Thailand,3.25,NA
407,Ottogi,Snack Ramyon,Cup,South Korea,3.5,NA
403,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,USA,2.25,NA
401,Myojo,Suudon Desse Soy Sauce,Bowl,Japan,4.25,NA
399,Paldo,Spicy Seafood,Cup,South Korea,3.75,NA
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,NA
395,Ottogi,Jin Ramen (Mild),Cup,South Korea,3,NA
394,Paldo,Hwa Cup Hot Spicy,Cup,South Korea,3.5,NA
393,Kamfen,Dried Mix Noodles XO Sauce,Tray,China,2,NA
392,Nissin,Yakisoba Noodles Karashi,Tray,Japan,5,2012 #3
391,Myojo,Hyoubanya No Chukasoba Oriental,Pack,Japan,4.25,2012 #6
390,Menraku,Curry Soba,Bowl,Japan,4,NA
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,NA
388,Maruchan,Instant Lunch Cheddar Cheese,Cup,USA,2.75,NA
387,Nissin,Bowl Noodles Rich & Savory Beef,Bowl,USA,3.75,NA
386,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,USA,0,NA
385,Ve Wong,Hot Of Hots Artificial Black Peppered Beef,Bowl,Taiwan,1.25,NA
384,Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,Japan,4,NA
380,Rhee Bros Assi,Pho Vietnamese Noodle Soup,Tray,South Korea,3.75,NA
379,Nissin,Chow Mein Thai Peanut,Tray,USA,2.5,NA
378,Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,Taiwan,3.75,NA
373,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.75,NA
371,Nissin,Chow Noodles Alfredo,Tray,USA,3.75,NA
369,Bon Go Jang,Tofu Udon Dosirak,Tray,South Korea,3.75,NA
368,Knorr,Chili Pork,Cup,Thailand,3.5,NA
363,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,3.5,NA
361,Tayho,Vermicelli With Pork,Bowl,USA,1.25,NA
360,Nissin,Cup Noodles Hearty Chicken,Cup,USA,2.5,NA
359,Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,USA,3.75,NA
356,Maruchan,Ramen Noodle Soup Roast Beef,Pack,USA,2.75,NA
355,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,2.5,NA
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,USA,3,NA
353,Nissin,Top Ramen Chili,Pack,USA,3.25,NA
352,Maruchan,Ramen Noodle Soup Chili,Pack,USA,2.75,NA
351,Nissin,Top Ramen Picante Beef,Pack,USA,3,NA
350,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,USA,3.5,NA
349,Ottogi,Ramen Bokki,Bowl,South Korea,3.25,NA
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,NA
347,Sunny Maid,Mi Chay Vegetarian,Pack,Taiwan,1.75,NA
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,NA
345,Myojo,Charumera Shoyu,Pack,Japan,3.5,NA
344,Paldo,Stirfried Kimchi,Pack,South Korea,3.75,NA
342,Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,NA
340,Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4,NA
338,Nissin,Big Cup Noodles Chicken,Cup,USA,2.25,NA
337,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,USA,5,NA
336,Six Fortune,Instant Noodles With Soup,Pack,South Korea,3.5,NA
335,Goku Uma,Hot & Spicy Beef,Bowl,Japan,3.5,NA
334,Nissin,Big Cup Noodles Beef,Cup,USA,2.125,NA
333,Nissin,Big Cup Noodles Shrimp,Cup,USA,2.25,NA
332,Nongshim,Champong Oriental Noodles,Cup,South Korea,3.75,"
"
331,Sunlee,Crab Noodle,Bowl,Thailand,4.5,NA
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,NA
328,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,NA
326,Little Cook,TVP Curry Chicken,Bowl,Thailand,4,NA
325,Mee Jang,Artificial Pork,Bowl,Thailand,3.5,NA
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,NA
323,Ottogi,Jin Ramen (Hot),Cup,South Korea,3.5,NA
322,Unif,Shrimp Fish,Bowl,Taiwan,3.75,NA
321,Little Cook,TVP Spicy Beef,Bowl,Thailand,4.75,NA
320,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,USA,4,NA
319,Maruchan,Ramen Noodle Soup Oriental,Pack,USA,3.75,NA
318,Unif,Super Bowl Artificial Pickled Chilli Beef,Bowl,Taiwan,3.25,NA
317,Maruchan,Yakisoba Cheddar Cheese,Tray,USA,4,NA
316,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,3.5,NA
315,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,NA
314,Paldo,Dosirac Mushroom,Tray,South Korea,2.5,NA
313,Paldo,Dosirac Shrimp,Tray,South Korea,4.25,NA
309,Paldo,Dosirac Beef,Tray,South Korea,3.75,NA
308,Tradition,Imitation Chicken Vegetarian,Pack,USA,3.75,NA
307,Royal Umbrella,Vegetarian Tom Yum,Cup,Thailand,2.75,NA
